name,city,province,latitude,longitude,state_name,population
Krystal,Lagrange,GA,33.048956,-85.026821,Georgia,32078
Burger King,Rome,GA,34.27156,-85.22555,Georgia,38189
Dominos Pizza,Austell,GA,33.80496,-84.63687,Georgia,8447
McDonald's,Statesboro,GA,32.412,-81.767,Georgia,34149
Penguin Point,Syracuse,IN,41.420929,-85.747599,Indiana,3233
Penn Station East Coast Subs,Hebron,KY,39.088303,-84.71089,Kentucky,6407
Petro's Chili & Chips,Knoxville,TN,35.89636,-84.13357,Tennessee,627090
Back Yard Burgers,Memphis,TN,35.119273,-89.908347,Tennessee,1037125
Taco Bell,Detroit,MI,42.343338,-83.21957,Michigan,3773725
The Halal Guys,Los Angeles,CA,34.04654,-118.25596,California,11984083
McDonald's,Pasadena,CA,34.1597,-118.1329,California,136969
Taco Bell,Santa Maria,CA,34.934063,-120.418775,California,144941
Jimmy John's,West Palm Beach,FL,26.7072,-80.165,Florida,122290
Pizza Hut,Boise,ID,43.58986,-116.2377,Idaho,448305
Burger King,Sequim,WA,48.08005,-123.11811,Washington,8161
Burger King,Hillsville,VA,36.7508,-80.7494,Virginia,2864
Burger King,Edinburg,TX,26.2668,-98.201,Texas,104550
Arby's,Richmond,VA,37.506074,-77.598438,Virginia,1098457
Arby's,Cottage Grove,WI,43.105511,-89.198685,Wisconsin,8513
Ny Chicken Fish,Hyattsville,MD,38.93153,-76.90149,Maryland,20966
McDonald's,Farmington,UT,40.98847,-111.91037,Utah,25389
McDonald's,Ogden,UT,41.26871,-111.97551,Utah,630643
Carl's Jr.,Bountiful,UT,40.88431,-111.885435,Utah,45023
Bojangles' Famous Chicken 'n Biscuits,Moody,AL,33.573758,-86.518429,Alabama,13488
Subway,Jacksonville,AR,34.88394,-92.10688,Arkansas,29221
McDonald's,Manteca,CA,37.79709,-121.19426,California,94158
McDonald's,Sonoma,CA,38.3031,-122.477,California,10670
Taco Bell,Iron Mountain,MI,45.80899,-88.05204,Michigan,7518
Wendy's,Iron Mountain,MI,45.8156,-88.0643,Michigan,7518
McDonald's,Taylorsville,NC,35.92153,-81.18525,North Carolina,2201
Bojangles' Famous Chicken 'n Biscuits,Salisbury,NC,35.6595,-80.462,North Carolina,35825
McDonald's,Rockingham,NC,34.9208,-79.7492,North Carolina,8967
McDonald's,Salisbury,NC,35.6628,-80.5006,North Carolina,35825
McDonald's,Wilson,NC,35.7532,-77.9303,North Carolina,48370
Arby's,Lexington,NC,35.7834,-80.2596,North Carolina,19690
Domino's Pizza,Booneville,MS,34.67648,-88.5618,Mississippi,9246
Quiznos,Jamestown,ND,46.90149,-98.70773,North Dakota,15787
Burger King,Mount Airy,NC,36.4786,-80.61704,North Carolina,10633
KFC,Minot,ND,48.2019,-101.2968,North Dakota,47791
McDonald's,Florissant,MO,38.79599,-90.23186,Missouri,51773
Chick-fil-A,Osseo,MN,45.0943,-93.4293,Minnesota,2584
Burger King,Minneapolis,MN,45.050488,-93.36073,Minnesota,2937866
Wendy's,Randleman,NC,35.8219,-79.8244,North Carolina,4644
Arby's,Eden,NC,36.48366,-79.73851,North Carolina,15356
Hardee's,Greenville,NC,35.6023,-77.398,North Carolina,127632
Domino's Pizza,Wahpeton,ND,46.2636,-96.60527,North Dakota,8010
Jimmy John's,La Grange,IL,41.793075,-87.868794,Illinois,15998
Arby's,Fairhope,AL,30.524323,-87.886803,Alabama,24190
Subway,Reno,NV,39.466673,-119.786199,Nevada,466706
Chick-Fil-A,La Mesa,CA,32.7765,-117.0203,California,60797
Taco Bell,Wenatchee,WA,47.440375,-120.324854,Washington,85048
Boston Market,Grosse Pointe,MI,42.435377,-82.908547,Michigan,5541
Taco Bell,Columbus,OH,39.958945,-83.092816,Ohio,1635039
McDonald's,Goshen,OH,39.230265,-84.157713,Ohio,759
McDonald's,Cincinnati,OH,39.095765,-84.609175,Ohio,1726642
Rally's,Cincinnati,OH,39.16097,-84.40454,Ohio,1726642
Taco Bell,Florence,KY,38.956768,-84.629193,Kentucky,32803
Bob Evans,Newport,KY,39.0231,-84.44242,Kentucky,13967
Boston Market,Cincinnati,OH,39.29121,-84.30123,Ohio,1726642
SONIC Drive In,Wenatchee,WA,47.44905,-120.33216,Washington,85048
Carl's Jr.,Palm Springs,CA,33.817629,-116.5288,California,45070
Hardee's / Red Burrito,Brazil,IN,39.524512001,-87.122699227,Indiana,7831
Jack in the Box,Wentzville,MO,38.821684,-90.850965,Missouri,47061
Arby's,Cincinnati,OH,39.0948,-84.6097,Ohio,1726642
White Castle,Cincinnati,OH,39.0934,-84.6185,Ohio,1726642
Taco Bell,Batesville,IN,39.30632,-85.21697,Indiana,7282
Arby's,Crown Point,IN,41.428707,-87.36494,Indiana,34393
McDonald's,Alexandria,KY,38.985426,-84.402603,Kentucky,10562
Chick-Fil-A,Hebron,KY,39.05544,-84.65603,Kentucky,6407
SONIC Drive In,Hebron,KY,39.0778,-84.70818,Kentucky,6407
McDonald's,Newport,KY,39.01056,-84.46939,Kentucky,13967
Jimmy John's,Hebron,KY,39.08559,-84.71157,Kentucky,6407
White Castle,Wayne,MI,42.283035,-83.363568,Michigan,17310
Sonic Drive-In,Murfreesboro,TN,35.87469,-86.35361,Tennessee,194551
McDonald's,Newport Beach,CA,33.6163,-117.9105,California,83845
McDonald's,Sanford,FL,28.8111,-81.2736,Florida,63730
Burger King,Fort Lauderdale,FL,26.13665,-80.161384,Florida,185604
Burger King,Fort Lauderdale,FL,26.18683,-80.1841,Florida,185604
Burger King,Orlando,FL,28.451932,-81.362379,Florida,1948155
McDonald's,Bradenton,FL,27.4847,-82.4313,Florida,57014
McDonald's,Auburndale,FL,28.0535,-81.7766,Florida,18530
Thunder Ridge Ampride,Cedar Falls,IA,42.54029,-92.47479,Iowa,40888
Arby's,Indianola,IA,41.3641,-93.5578,Iowa,16044
Burger King,West Haven,CT,41.2754,-72.9526,Connecticut,55351
McDonald's,Pooler,GA,32.111294,-81.236404,Georgia,28466
Subway,Baldwin,WI,44.941036,-92.373015,Wisconsin,4342
Culver's,Baldwin,WI,44.93943,-92.37225,Wisconsin,4342
Chick-fil-A,Provo,UT,40.2567,-111.6468,Utah,641732
Panda Express,North Canton,OH,40.86009,-81.43242,Ohio,17727
McDonald's,Collinsville,IL,38.69132,-89.97683,Illinois,24031
McDonald's,Compton,CA,33.8776,-118.218,California,92698
Taco Bell,Mandeville,LA,30.36414,-90.06261,Louisiana,122591
Jack in the Box,Baytown,TX,29.736231,-94.977195,Texas,85205
Taco Bell,Rosamond,CA,34.864471,-118.177732,California,21473
Wendy's,Columbus,OH,39.9432,-83.0804,Ohio,1635039
Jimmy John's,Monroe,OH,39.44112,-84.34548,Ohio,15401
McDonald's,Oklahoma City,OK,35.435702,-97.485241,Oklahoma,1017828
KFC,Placerville,CA,38.7279,-120.8079,California,10762
McDonald's,Memphis,TN,35.09655,-90.05621,Tennessee,1037125
McDonald's,Tampa,FL,27.9621,-82.4023,Florida,2957531
Taco John's,Fairfield,IA,41.00689,-91.97236,Iowa,9456
McDonald's,Monticello,AR,33.63557,-91.80215,Arkansas,8257
Taco Bell,Sedalia,MO,38.70414,-93.25099,Missouri,22003
Waffle House,Kansas City,MO,39.1679,-94.49521,Missouri,1714910
McDonald's,Louisville,KY,38.263957,-85.575526,Kentucky,988018
Subway,Sandy,UT,40.57749,-111.87207,Utah,94291
Wendy's,Ogden,UT,41.1766,-112.0055,Utah,630643
Taco Time,Spanish Fork,UT,40.1253,-111.6441,Utah,44946
Dairy Queen,Spokane,WA,47.66873,-117.24039,Washington,462286
McDonald's,Port Arthur,TX,29.9421,-93.9899,Texas,116142
McDonalds,Brownsville,TX,25.9212,-97.4915,Texas,223205
Waffle House,Buford,GA,34.097703,-84.012426,Georgia,17997
Waffle House,Birmingham,AL,33.532515,-86.704859,Alabama,773997
Waffle House,Atlanta,GA,33.8876,-84.3136,Georgia,5298788
Captain D's,Hickory,NC,35.721604554,-81.361999511,North Carolina,213375
Checkers,Detroit,MI,42.44689,-83.06413,Michigan,3773725
Pizza Hut,Stigler,OK,35.25323,-95.12066,Oklahoma,2729
Five Guys,Selden,NY,40.863,-73.0528,New York,21604
Burger King,Cincinnati,OH,39.151239,-84.627309,Ohio,1726642
Taco Bell,Cincinnati,OH,39.15575,-84.62973,Ohio,1726642
McDonald's,Coos Bay,OR,43.36168,-124.21272,Oregon,15925
Subway,Fort Lauderdale,FL,26.10046,-80.13453,Florida,185604
Burger King,Chippewa Falls,WI,44.88349,-91.42729,Wisconsin,14782
Burger King,Yakima,WA,46.57113,-120.48729,Washington,136518
Taco Bueno,Arlington,TX,32.71021,-97.14568,Texas,397742
Steak 'N Shake,Cincinnati,OH,39.3017,-84.5274,Ohio,1726642
Burger King,Cincinnati,OH,39.095189,-84.26676,Ohio,1726642
McDonald's,Waterloo,IL,38.3541,-90.1539,Illinois,11129
Burger King,Naperville,IL,41.751833,-88.115073,Illinois,150692
McDonald's,Bloomingdale,IL,41.9511,-88.1199,Illinois,22457
Hardee's,Grafton,ND,48.412444,-97.407477,North Dakota,4102
Burger King,Oxford,NC,36.2982,-78.5816,North Carolina,8914
Burger King,Plymouth,NC,35.86222,-76.73268,North Carolina,3250
Burger King,Laurinburg,NC,34.75896,-79.47058,North Carolina,15087
Arby's,Livingston,MT,45.642973,-110.574597,Montana,8780
Burger King,Gardnerville,NV,38.935742,-119.738858,Nevada,5486
Sonic Drive-In,Taos,NM,36.3735,-105.59349,New Mexico,6458
Twisters,Rio Rancho,NM,35.24204,-106.68698,New Mexico,108515
Burger King,Miami Beach,FL,25.77427,-80.139486,Florida,82031
Bojangles' Famous Chicken 'n Biscuits,Augusta,GA,33.488394,-82.135679,Georgia,439238
Taco Bell,Cincinnati,OH,39.095381,-84.611321,Ohio,1726642
White Castle,Middletown,OH,39.4997,-84.347,Ohio,97529
Boston Market,Akron,OH,41.1355,-81.634,Ohio,537241
Bojangles' Famous Chicken 'n Biscuits,Hinesville,GA,31.84287,-81.59632,Georgia,35679
Arby's,Mountain Home,ID,43.1419,-115.663,Idaho,16493
Arby's,Cullman,AL,34.15291,-86.84075,Alabama,19319
Chick-fil-A,Oxford,AL,33.61271,-85.82722,Alabama,22063
Taco Bell,Prince Frederick,MD,38.5506,-76.59182,Maryland,2955
McDonald's,Prince Frederick,MD,38.55132,-76.59234,Maryland,2955
Bojangles' Famous Chicken 'n Biscuits,Camden,SC,34.247701,-80.593211,South Carolina,8267
Subway,West Columbia,SC,33.9387,-81.15081,South Carolina,17963
Domino's Pizza,Las Vegas,NV,36.19737,-115.22374,Nevada,2299189
Burger King,Bronx,NY,40.8397,-73.9179,New York,1472654
McDonalds,Port Townsend,WA,48.10824,-122.78049,Washington,10438
Arby's,Mesa,AZ,33.433998,-111.864915,Arizona,511764
Checkers,Decatur,GA,33.810054,-84.27391,Georgia,24518
Chick-fil-A,Louisville,KY,38.1544,-85.8355,Kentucky,988018
Blake's Lotaburger,Albuquerque,NM,35.195614,-106.65914,New Mexico,765360
QDOBA Mexican Eats,Silver Spring,MD,39.05663,-76.96551,Maryland,81462
SONIC Drive In,Pleasant Grove,UT,40.3661,-111.75341,Utah,37852
Sonic Drive In,Rapid City,SD,44.0629,-103.23203,South Dakota,92897
Taco Bell,Rapid City,SD,44.05863,-103.23139,South Dakota,92897
Slim Chickens,Sioux Falls,SD,43.53146,-96.7317,South Dakota,207648
Domino's Pizza,West Jordan,UT,40.60958,-112.02424,Utah,116692
Taco John's,Hot Springs,SD,43.422072,-103.463267,South Dakota,3548
Taco John's,Rapid City,SD,44.069534,-103.191684,South Dakota,92897
Taco Bell,Rapid City,SD,44.08781,-103.19631,South Dakota,92897
Pizza Hut,Salt Lake City,UT,40.696875,-111.958989,Utah,1183003
Domino's Pizza,Sturgis,SD,44.41474,-103.51054,South Dakota,7086
Domino's Pizza,Eagle Mountain,UT,40.3472,-111.9888,Utah,53290
Taco John's,Aberdeen,SD,45.459157,-98.45564,South Dakota,28189
Arby's,Sturgis,SD,44.39277,-103.501601,South Dakota,7086
SUBWAY,Winner,SD,43.3765,-99.84679,South Dakota,2905
McDonald's,Ogden,UT,41.157761,-111.93974,Utah,630643
Taco John's,Watertown,SD,44.890139,-97.118105,South Dakota,23044
Taco Bell,Bountiful,UT,40.88416,-111.89258,Utah,45023
McDonald's,Clearfield,UT,41.14085,-112.06388,Utah,33523
McDonald's,Mitchell,SD,43.69599,-98.01628,South Dakota,15649
McDonald's,Bountiful,UT,40.86171,-111.8954,Utah,45023
Jimmy John's,Salt Lake City,UT,40.64971,-111.93909,Utah,1183003
Jimmy John's,Salt Lake City,UT,40.65294,-111.98338,Utah,1183003
Taco John's,Sisseton,SD,45.660161,-97.046164,South Dakota,2670
Domino's Pizza,Sioux City,IA,42.54169,-96.3591,Iowa,112803
McDonald's,Harlingen,TX,26.19854,-97.67991,Texas,116926
Domino's Pizza,Rapid City,SD,44.05467,-103.20965,South Dakota,92897
Taco John's,Rapid City,SD,44.108481,-103.20795,South Dakota,92897
Chick-Fil-A,Philadelphia,PA,39.97937,-75.15543,Pennsylvania,5782653
Arby's,Park City,UT,40.72553,-111.54582,Utah,8362
Jimmy John's,Ogden,UT,41.24413,-111.98008,Utah,630643
McDonald's,Wichita Falls,TX,33.89998,-98.49614,Texas,102581
Domino's Pizza,Sandy,UT,40.588234,-111.872223,Utah,94291
SONIC Drive In,Rapid City,SD,44.07818,-103.25059,South Dakota,92897
Jimmy John's,Mitchell,SD,43.69436,-98.01275,South Dakota,15649
Domino's Pizza,Portage,IN,41.55068,-87.1814,Indiana,38082
Checkers,North Charleston,SC,32.853694,-80.010786,South Carolina,119913
Taco Bell,West Lafayette,IN,40.45382,-86.9171,Indiana,45159
Pizza Hut,Summerville,SC,33.04159,-80.1358,South Carolina,51654
Cookout,Orangeburg,SC,33.48226,-80.86612,South Carolina,13253
McDonald's,Camden,SC,34.246905,-80.599273,South Carolina,8267
McDonald's,Orangeburg,SC,33.520946,-80.88219,South Carolina,13253
Sonic Drive-In,Camden,SC,34.2466,-80.598,South Carolina,8267
Taco Bell,Paoli,IN,38.56737,-86.46485,Indiana,3125
Penn Station East Coast Subs,Evansville,IN,37.97442,-87.63938,Indiana,204607
Domino's Pizza,North Charleston,SC,32.8542,-80.0115,South Carolina,119913
Taco Bell,Greenfield,IN,39.78416,-85.78489,Indiana,24940
Domino's Pizza,Paragon,IN,39.46395,-86.60371,Indiana,537
Rally's,Jasper,IN,38.38934,-86.94105,Indiana,15991
Domino's Pizza,Carmel,IN,39.95724,-86.14001,Indiana,101651
Jimmy John's,Columbus,IN,39.21704,-85.88333,Indiana,51824
Wendy's,Fort Lauderdale,FL,26.144903907,-80.130195999,Florida,185604
Firehouse Subs,Frederick,MD,39.44948,-77.38371,Maryland,195161
Arby's,Honolulu,HI,21.349177,-157.930853,Hawaii,345482
Tasty Carryout,Capitol Heights,MD,38.8738,-76.93077,Maryland,4020
Sonic Drive-In,La Plata,MD,38.52855,-76.98325,Maryland,10683
McDonald's,Kailua,HI,21.406261,-157.74478,Hawaii,129469
Domino's Pizza,Towson,MD,39.39763,-76.60279,Maryland,58679
McDonald's,Aberdeen,MD,39.4971,-76.17776,Maryland,17298
QDOBA Mexican Eats,Hyattsville,MD,38.96782,-76.95236,Maryland,20966
Subway,Capitol Heights,MD,38.886162,-76.902874,Maryland,4020
McDonald's,Pasadena,MD,39.13162,-76.55793,Maryland,34309
Domino's Pizza,Baltimore,MD,39.35243,-76.56119,Maryland,2201673
Boston Market,Greenbelt,MD,38.99718,-76.90638,Maryland,24678
Panera Bread,Montgomery,TX,30.359922,-95.60054,Texas,2489
Taco Bell,Cle Elum,WA,47.19452,-120.95322,Washington,1905
Arby's,Clermont,FL,28.539043,-81.738181,Florida,46853
Domino's Pizza,Lewiston,ID,46.42173,-117.02657,Idaho,34651
Burger King,Dearborn,MI,42.318844,-83.187423,Michigan,107423
McDonald's,Philadelphia,PA,40.06227,-75.23743,Pennsylvania,5782653
Boston Market,Reston,VA,38.9782,-77.3493,Virginia,64414
McDonald's,Orange,VA,38.2471,-78.11164,Virginia,5066
Subway,Osseo,MN,45.06941,-93.40305,Minnesota,2584
Waffle House,Fairborn,OH,39.783357,-83.998844,Ohio,34534
McDonald's,Hillsborough,NC,36.05675,-79.08362,North Carolina,9724
Chick-Fil-A,Shelby,NC,35.26783,-81.48491,North Carolina,22100
Taco Bell,Addison,IL,41.93787,-88.00298,Illinois,35489
Checkers,Suitland,MD,38.81918,-76.8897,Maryland,23793
McDonald's,Princeton,NJ,40.303088,-74.675622,New Jersey,30756
Checkers,Linden,NJ,40.61692,-74.25161,New Jersey,44192
McDonald's,Festus,MO,38.21159,-90.40392,Missouri,13201
Sonic Drive-In,Kansas City,MO,39.13528,-94.58104,Missouri,1714910
McDonald's,Washington,MO,38.536201,-91.003442,Missouri,15130
Domino's Pizza,Los Alamos,NM,35.87872,-106.29433,New Mexico,13317
Domino's Pizza,Eatontown,NJ,40.302814,-74.06978,New Jersey,13575
McDonald's,Flemington,NJ,40.49981,-74.85422,New Jersey,4896
McDonald's,Fredericksburg,VA,38.2958,-77.49797,Virginia,187349
Taco Bell,Romulus,MI,42.231619,-83.386286,Michigan,24831
McDonald's,Glendora,CA,34.1291,-117.8302,California,50926
Taco Bell,Algonac,MI,42.615002,-82.542808,Michigan,4139
Taco Bell,Johnson City,NY,42.126495,-75.971326,New York,14940
Popeyes Louisiana Kitchen,Hartford,CT,41.741991,-72.713215,Connecticut,990793
Thrasher's French Fries,Ocean City,MD,38.32601,-75.08771,Maryland,6903
Taco Bell,Hartford,CT,41.742315,-72.711438,Connecticut,990793
Arby's,Godfrey,IL,38.94631,-90.19022,Illinois,17712
Jack in the Box,Winnemucca,NV,40.97216,-117.73737,Nevada,8361
Checkers,Bolingbrook,IL,41.70906,-88.06908,Illinois,74096
Hub City Express,Rochelle,IL,41.93549,-89.0322,Illinois,9529
McDonald's,Las Vegas,NV,36.12267,-115.24317,Nevada,2299189
Domino's Pizza,Dekalb,IL,41.93665,-88.77142,Illinois,66570
Domino's Pizza,Aurora,IL,41.7607,-88.32242,Illinois,179898
Domino's Pizza,Minden,NV,38.95736,-119.7711,Nevada,3707
Domino's Pizza,Lombard,IL,41.86021,-87.9862,Illinois,43619
Taco Bell,Rifle,CO,39.52207,-107.77538,Colorado,10570
Taco John's,Rockford,IL,42.22767,-89.02939,Illinois,271411
McDonald's,Mount Vernon,IL,38.31559,-88.92647,Illinois,14090
McDonald's,Austin,TX,30.2737,-97.7987,Texas,1940039
Whataburger,Fort Worth,TX,32.80784,-97.41628,Texas,963194
SONIC Drive In,Lafayette,TN,36.5342,-86.0312,Tennessee,5727
McDonald's,Columbia,SC,34.0668,-80.9575,South Carolina,610536
Chick-fil-A,Okemos,MI,42.72176,-84.42623,Michigan,26396
Subway,Midvale,UT,40.62133,-111.91241,Utah,35989
Chick-fil-A,Lexington,SC,34.01367,-81.15258,South Carolina,24585
Domino's Pizza,Howell,MI,42.62788,-83.87523,Michigan,10021
Domino's Pizza,Florence,KY,38.99348,-84.62541,Kentucky,32803
Bojangles' Famous Chicken 'n Biscuits,Versailles,KY,38.0512,-84.711336,Kentucky,10492
Burger King,Concord,NH,43.19397,-71.52768,New Hampshire,44375
McDonald's,Binghamton,NY,42.10418,-75.87678,New York,157696
McDonald's,Modesto,CA,37.653717,-120.958873,California,359115
Hardee's / Red Burrito,Caseyville,IL,38.615170155,-90.044693267,Illinois,4130
Carl's Jr.,Modesto,CA,37.702859,-120.998383,California,359115
Pizza Hut,Riverbank,CA,37.73306,-120.96001,California,25166
Jimmy John's,Fort Myers,FL,26.62751,-81.87219,Florida,95051
Domino's Pizza,Malvern,PA,40.03591,-75.56479,Pennsylvania,3435
Shloma Inc,Fort Lauderdale,FL,26.04803,-80.16831,Florida,185604
Domino's Pizza,Coatesville,PA,39.98304,-75.85323,Pennsylvania,13353
Checkers,Murfreesboro,TN,35.85525,-86.40363,Tennessee,194551
Taco Bell,Rockford,IL,42.228067,-89.072164,Illinois,271411
McDonald's,Chesterton,IN,41.616722,-87.044027,Indiana,14446
SONIC Drive In,Loves Park,IL,42.3186,-89.0316,Illinois,23502
KFC,Lawrence,MA,42.6896,-71.1527,Massachusetts,88736
Taco Bell,Cincinnati,OH,39.285188,-84.445705,Ohio,1726642
Waffle House,Greenville,SC,34.85327,-82.45325,South Carolina,402612
Five Guys,Brockton,MA,42.08959,-71.04739,Massachusetts,105386
Burger King,Andalusia,AL,31.29357,-86.50141,Alabama,8766
Boston Market,Wellington,FL,26.6724,-80.2469,Florida,62146
McDonald's,Clearwater,FL,28.0098,-82.7091,Florida,117247
Subway,Sturgis,SD,44.41719,-103.53732,South Dakota,7086
Taco John's,Huron,SD,44.371035,-98.214141,South Dakota,14385
McDonald's,Brandon,SD,43.60502,-96.57156,South Dakota,10996
McDonald's,Chamberlain,SD,43.80915,-99.33205,South Dakota,2588
Taco Bell,Capitol Heights,MD,38.886166,-76.902839,Maryland,4020
Domino's Pizza,Gilbert,AZ,33.33657,-111.75707,Arizona,280262
McDonald's,Capitol Heights,MD,38.87348,-76.93148,Maryland,4020
Jimmy John's,Buckeye,AZ,33.43933,-112.55656,Arizona,104923
Taco John's,Sturgis,SD,44.398755,-103.508367,South Dakota,7086
Domino's Pizza,Falls Church,VA,38.8926,-77.18698,Virginia,14710
Bojangles' Famous Chicken 'n Biscuits,Asheboro,NC,35.6873,-79.8224,North Carolina,27580
McDonald's,Richmond,IN,39.866156,-84.888583,Indiana,35581
Chick-fil-A,Cumberland,MD,39.63143,-78.83501,Maryland,18804
Arby's,Manchester,NH,42.956836,-71.431785,New Hampshire,167888
Taco Bell,Richmond,IN,39.86184,-84.88809,Indiana,35581
Raising Cane's Chicken Fingers,Metairie,LA,29.99963,-90.12516,Louisiana,139729
Pizza Hut,Memphis,TN,35.13625,-90.00581,Tennessee,1037125
Pizza Hut,Memphis,TN,35.02005,-90.02536,Tennessee,1037125
Taco Bell,Amory,MS,33.98012,-88.47602,Mississippi,6500
SONIC Drive In,Amory,MS,33.96796,-88.45946,Mississippi,6500
McDonald's,Greenville,MS,33.39952,-91.0349,Mississippi,28166
Domino's Pizza,Douglasville,GA,33.70485,-84.77148,Georgia,37536
Checkers,Savannah,GA,32.02979,-81.112896,Georgia,324227
SONIC Drive In,Winnsboro,SC,34.36667,-81.09983,South Carolina,3322
Domino's Pizza,Wellford,SC,34.951393,-82.092705,South Carolina,3515
SONIC Drive-In,Ripley,MS,34.72488,-88.94752,Mississippi,5377
Bojangles' Famous Chicken 'n Biscuits,Palmetto,GA,33.529248,-84.659912,Georgia,4797
Domino's Pizza,Snellville,GA,33.85697,-84.00959,Georgia,21620
Culver's,Canton,GA,34.17011,-84.4142,Georgia,35741
Subway,Overland Park,KS,38.8561,-94.68306,Kansas,200306
Bojangles' Famous Chicken 'n Biscuits,Columbus,GA,32.55969,-84.905862,Georgia,256672
McDonald's,Morton,IL,40.61717,-89.46484,Illinois,16595
Subway,Hyattsville,MD,38.95163,-76.96852,Maryland,20966
Chick-fil-A,Kyle,TX,30.01177,-97.86253,Texas,56823
Waffle House,Denham Springs,LA,30.45746,-90.95559,Louisiana,9323
KFC,Cincinnati,OH,39.1619,-84.5397,Ohio,1726642
McDonald's,Burlington,WA,48.468898,-122.342836,Washington,10003
McDonald's,Enola,PA,40.30014,-76.928024,Pennsylvania,6534
Waffle House,Bishopville,SC,34.208255,-80.263308,South Carolina,2910
McDonald's,Bishopville,SC,34.19709,-80.27686,South Carolina,2910
Domino's Pizza,Lebanon,OR,44.52464,-122.90761,Oregon,19344
Taco Bell,Seaside,OR,45.98959,-123.9214,Oregon,7192
Domino's Pizza,Lake Oswego,OR,45.40643,-122.67708,Oregon,40381
McDonald's,Kennewick,WA,46.22811,-119.24318,Washington,259487
McDonald's,Richland,WA,46.25908,-119.3105,Washington,62753
Domino's Pizza,Olympia,WA,47.04901,-122.8243,Washington,217647
QDOBA Mexican Eats,Richland,WA,46.258163,-119.30787,Washington,62753
Taco Bell,Issaquah,WA,47.54208,-122.0453,Washington,39591
McDonald's,Yakima,WA,46.60244,-120.50662,Washington,136518
McDonald's,Fayetteville,NC,34.9293,-78.85539,North Carolina,325349
McDonald's,Pelham,AL,33.33505,-86.78324,Alabama,24827
Bravo Tacos,Orange Beach,AL,30.29151,-87.58177,Alabama,8407
Pizza Hut,Phenix City,AL,32.407818,-85.095085,Alabama,38499
Checkers,Foley,AL,30.3836,-87.68386,Alabama,24026
Pizza Hut,Athens,AL,34.803604,-86.97073,Alabama,29002
Arby's,Clanton,AL,32.844788,-86.59172,Alabama,8958
Taco Bell,Vidalia,GA,32.214938,-82.407047,Georgia,10752
McDonald's,Holly Springs,MS,34.74961,-89.45097,Mississippi,6704
Taco Bell,Geneva,AL,31.04954,-85.89938,Alabama,4225
Krystal,Moody,AL,33.570066,-86.520654,Alabama,13488
McDonald's,Antioch,IL,42.47127,-88.09408,Illinois,14859
McDonald's,Pineville,KY,36.76392,-83.70281,Kentucky,2064
McDonalds,Santa Fe,NM,35.9937,-106.0542,New Mexico,100264
Domino's Pizza,Nashua,NH,42.77873,-71.49765,New Hampshire,240705
Bojangles' Famous Chicken 'n Biscuits,North Myrtle Beach,SC,33.843072,-78.658612,South Carolina,19855
QDOBA Mexican Eats,Washington,DC,38.89668,-77.02662,District of Columbia,5230370
Taco Bell,Killeen,TX,31.1048,-97.7497,Texas,264379
Roy Rogers,Hagerstown,MD,39.646532,-77.725908,Maryland,204653
McDonald's,Cortland,NY,42.57436,-76.21783,New York,17450
McDonald's,Michigan City,IN,41.666592,-86.894022,Indiana,72294
Taco Bell,Lompoc,CA,34.66303,-120.457224,California,43646
Taco Bell,Elmira,NY,42.15506,-76.87981,New York,26257
SONIC Drive In,Franklin,NC,35.16296,-83.39071,North Carolina,4268
Chick-fil-A,Salisbury,MD,38.40015,-75.57026,Maryland,76593
McDonald's,Ocean City,MD,38.36084,-75.07348,Maryland,6903
Wendy's,Ocean City,MD,38.334984,-75.100486,Maryland,6903
Pizza Hut,Springdale,AR,36.159022,-94.118866,Arkansas,88160
McDonald's,Orlando,FL,28.59996,-81.20823,Florida,1948155
Taco Bell,Reidsville,NC,36.347821,-79.692926,North Carolina,14585
McDonald's,Greenbrier,AR,35.22812,-92.38821,Arkansas,6018
Jimmy John's,Fort Lauderdale,FL,26.11671,-80.10513,Florida,185604
Taco Bell,Avon Park,FL,27.5917,-81.51354,Florida,10057
McDonald's,Springfield,IL,39.71452,-89.64022,Illinois,157178
McDonald's,Lakeland,FL,28.02634,-81.97449,Florida,290540
Domino's Pizza,Kissimmee,FL,28.34523,-81.36651,Florida,470667
Taco John's,Grimes,IA,41.6869,-93.76961,Iowa,16366
Jimmy John's,Fort Lauderdale,FL,26.12961,-80.15149,Florida,185604
McDonald's,Jacksonville,IL,39.723211,-90.236875,Illinois,18014
Burger King,Wickenburg,AZ,33.9681,-112.7209,Arizona,8059
Papagus Gyros,Lake Zurich,IL,42.16133,-88.05083,Illinois,19832
Jack in the Box,Riverside,CA,33.882433,-117.365813,California,2333040
Arby's,Upland,CA,34.107698,-117.633928,California,79257
Jimmy John's,Jonesboro,AR,35.8307,-90.66926,Arkansas,80137
SONIC Drive In,Monticello,AR,33.63159,-91.80194,Arkansas,8257
McDonald's,Maumelle,AR,34.82604,-92.38331,Arkansas,19373
Domino's Pizza,Malvern,AR,34.3918,-92.82907,Arkansas,10953
Domino's Pizza,Clarksville,AR,35.47104,-93.46233,Arkansas,9526
Domino's Pizza,Rogers,AR,36.35521,-94.14683,Arkansas,72981
Domino's Pizza,Harrison,AR,36.25339,-93.12161,Arkansas,13350
Rally's,Conway,AR,35.09174,-92.42498,Arkansas,73817
